shop_id,store_url,pdf_links,status
67e2d433c1670104499c169b,https://www.pampanorama.it/punti-vendita/milano-inganni,"['https://resources.volantinopiu.it/flyer/2/0/9/0/6/9ef815e01d22772b45f14d18b3df4ab4.pdf', 'https://resources.volantinopiu.it/flyer/2/0/9/6/6/4308e97aba63e8a50a43585721d1673a.pdf', 'https://resources.volantinopiu.it/flyer/2/1/0/6/8/6de916e7fa77d8bc7bae1e3faf6b9bb0.pdf', 'https://resources.volantinopiu.it/flyer/2/1/0/7/0/55b45461e5868d406a4f1768610c039e.pdf']",success
67e2d433c1670104499c16a0,https://www.pampanorama.it/punti-vendita/milano-forze-armate,"['https://resources.volantinopiu.it/flyer/2/0/9/0/6/9ef815e01d22772b45f14d18b3df4ab4.pdf', 'https://resources.volantinopiu.it/flyer/2/0/9/6/6/4308e97aba63e8a50a43585721d1673a.pdf', 'https://resources.volantinopiu.it/flyer/2/1/0/6/8/6de916e7fa77d8bc7bae1e3faf6b9bb0.pdf', 'https://resources.volantinopiu.it/flyer/2/1/0/7/0/55b45461e5868d406a4f1768610c039e.pdf']",success
67e2d433c1670104499c16a5,https://www.pampanorama.it/punti-vendita/milano-de-angeli,[],No flyers
67e2d433c1670104499c16aa,https://www.pampanorama.it/punti-vendita/milano-tolstoi,"['https://resources.volantinopiu.it/flyer/2/0/9/0/6/9ef815e01d22772b45f14d18b3df4ab4.pdf', 'https://resources.volantinopiu.it/flyer/2/0/9/6/6/4308e97aba63e8a50a43585721d1673a.pdf', 'https://resources.volantinopiu.it/flyer/2/1/0/6/8/6de916e7fa77d8bc7bae1e3faf6b9bb0.pdf', 'https://resources.volantinopiu.it/flyer/2/1/0/7/0/55b45461e5868d406a4f1768610c039e.pdf']",success
67e2d433c1670104499c16af,https://www.pampanorama.it/punti-vendita/pam-giambellino,[],No flyers
67e2d433c1670104499c16b4,https://www.pampanorama.it/punti-vendita/milano-foppa,"['https://resources.volantinopiu.it/flyer/2/0/9/0/6/9ef815e01d22772b45f14d18b3df4ab4.pdf', 'https://resources.volantinopiu.it/flyer/2/0/9/6/6/4308e97aba63e8a50a43585721d1673a.pdf', 'https://resources.volantinopiu.it/flyer/2/1/0/6/8/6de916e7fa77d8bc7bae1e3faf6b9bb0.pdf', 'https://resources.volantinopiu.it/flyer/2/1/0/7/0/55b45461e5868d406a4f1768610c039e.pdf']",success
67e2d433c1670104499c16b9,https://www.pampanorama.it/punti-vendita/milano-olona,"['https://resources.volantinopiu.it/flyer/2/0/9/0/6/9ef815e01d22772b45f14d18b3df4ab4.pdf', 'https://resources.volantinopiu.it/flyer/2/0/9/6/6/4308e97aba63e8a50a43585721d1673a.pdf', 'https://resources.volantinopiu.it/flyer/2/1/0/6/8/6de916e7fa77d8bc7bae1e3faf6b9bb0.pdf', 'https://resources.volantinopiu.it/flyer/2/1/0/7/0/55b45461e5868d406a4f1768610c039e.pdf']",success
67e2d433c1670104499c16be,https://www.pampanorama.it/punti-vendita/de-amicis,[],No flyers
67e2d433c1670104499c16c3,https://www.pampanorama.it/punti-vendita/milano-gorizia,[],No flyers
67e2d433c1670104499c16c8,https://www.pampanorama.it/punti-vendita/milano-vigna,[],No flyers
67e2d433c1670104499c16cd,https://www.pampanorama.it/punti-vendita/milano-correnti,[],No flyers
67e2d433c1670104499c16d2,https://www.pampanorama.it/punti-vendita/pam-local-via-medici,[],No flyers
67e2d433c1670104499c16d7,https://www.pampanorama.it/punti-vendita/milano-cso-porta-ticinese,[],No flyers
67e2d433c1670104499c16dc,https://www.pampanorama.it/punti-vendita/milano-col-di-lana,[],No flyers
67e2d434c1670104499c16e1,https://www.pampanorama.it/punti-vendita/milano-beltrade,[],No flyers
67e2d434c1670104499c16e6,https://www.pampanorama.it/punti-vendita/local-milano-corso-porta-romana,[],No flyers
67e2d434c1670104499c16eb,https://www.pampanorama.it/punti-vendita/milano-porta-vigentina,[],No flyers
67e2d434c1670104499c16f0,https://www.pampanorama.it/punti-vendita/milano-freguglia,[],No flyers
67e2d434c1670104499c16f5,https://www.pampanorama.it/punti-vendita/milano-vittoria,[],No flyers
67e2d434c1670104499c16fa,https://www.pampanorama.it/punti-vendita/milano-xxii-marzo,[],No flyers
67e2d434c1670104499c16ff,https://www.pampanorama.it/punti-vendita/milano-otto-novembre,[],No flyers
67e2d434c1670104499c1704,https://www.pampanorama.it/punti-vendita/milano-archimede,"['https://resources.volantinopiu.it/flyer/2/0/9/0/6/9ef815e01d22772b45f14d18b3df4ab4.pdf', 'https://resources.volantinopiu.it/flyer/2/0/9/6/6/4308e97aba63e8a50a43585721d1673a.pdf', 'https://resources.volantinopiu.it/flyer/2/1/0/6/8/6de916e7fa77d8bc7bae1e3faf6b9bb0.pdf', 'https://resources.volantinopiu.it/flyer/2/1/0/7/0/55b45461e5868d406a4f1768610c039e.pdf']",success
67e2d434c1670104499c1709,https://www.pampanorama.it/punti-vendita/morosini,[],No flyers
67e2d434c1670104499c170e,https://www.pampanorama.it/punti-vendita/milano-indipendenza,[],No flyers
67e2d434c1670104499c1713,https://www.pampanorama.it/punti-vendita/milano-strigelli,"['https://resources.volantinopiu.it/flyer/2/0/9/0/6/9ef815e01d22772b45f14d18b3df4ab4.pdf', 'https://resources.volantinopiu.it/flyer/2/0/9/6/6/4308e97aba63e8a50a43585721d1673a.pdf', 'https://resources.volantinopiu.it/flyer/2/1/0/6/8/6de916e7fa77d8bc7bae1e3faf6b9bb0.pdf', 'https://resources.volantinopiu.it/flyer/2/1/0/7/0/55b45461e5868d406a4f1768610c039e.pdf']",success
67e2d434c1670104499c1718,https://www.pampanorama.it/punti-vendita/milano-aselli,[],No flyers
67e2d434c1670104499c171d,https://www.pampanorama.it/punti-vendita/rozzano,"['https://resources.volantinopiu.it/flyer/2/0/9/0/6/9ef815e01d22772b45f14d18b3df4ab4.pdf', 'https://resources.volantinopiu.it/flyer/2/0/9/6/6/4308e97aba63e8a50a43585721d1673a.pdf', 'https://resources.volantinopiu.it/flyer/2/1/0/6/8/6de916e7fa77d8bc7bae1e3faf6b9bb0.pdf', 'https://resources.volantinopiu.it/flyer/2/1/0/7/0/55b45461e5868d406a4f1768610c039e.pdf']",success
67e2d434c1670104499c1722,https://www.pampanorama.it/punti-vendita/milano-medeghino,"['https://resources.volantinopiu.it/flyer/2/0/9/0/6/9ef815e01d22772b45f14d18b3df4ab4.pdf', 'https://resources.volantinopiu.it/flyer/2/0/9/6/6/4308e97aba63e8a50a43585721d1673a.pdf', 'https://resources.volantinopiu.it/flyer/2/1/0/6/8/6de916e7fa77d8bc7bae1e3faf6b9bb0.pdf', 'https://resources.volantinopiu.it/flyer/2/1/0/7/0/55b45461e5868d406a4f1768610c039e.pdf']",success
